"age","dob_year","gender","friend_count","likes","likes_received"
44,1969,"male",179,141,132
16,1997,"female",469,176,191
27,1986,"male",788,182,554
20,1993,"female",242,510,391
48,1965,"female",1800,1165,1430
19,1994,"female",640,335,869
19,1994,"female",735,514,1409
14,1999,"female",536,285,324
57,1956,"female",202,2232,739
28,1985,"female",290,343,423
19,1994,"female",1413,1117,2104
54,1959,"female",197,1620,256
53,1960,"female",136,2104,391
36,1977,"female",388,797,1475
15,1998,"female",4173,336,1845
18,1995,"female",476,138,237
41,1972,"female",567,423,803
18,1995,"female",239,249,276
17,1996,"male",424,279,236
52,1961,"female",182,726,157
16,1997,"male",392,270,361
41,1972,"male",117,753,587
60,1953,"female",702,298,242
48,1965,"female",282,610,139
17,1996,"male",441,427,108
49,1964,"male",633,177,246
57,1956,"female",250,1844,619
21,1992,"male",3450,327,243
43,1970,"female",107,234,252
31,1982,"female",274,176,125
18,1995,"female",425,1108,652
53,1960,"female",95,835,233
22,1991,"female",796,2270,1083
33,1980,"female",101,823,674
19,1994,"female",1195,281,475
20,1993,"male",220,1191,1971
14,1999,"female",194,245,285
23,1990,"female",740,1551,548
15,1998,"female",428,103,116
32,1981,"male",118,337,354
23,1990,"female",167,101,401
56,1957,"female",367,538,478
20,1993,"male",1633,293,465
17,1996,"male",263,362,912
41,1972,"female",306,185,140
27,1986,"male",368,317,743
18,1995,"female",254,300,323
21,1992,"female",500,779,986
16,1997,"male",1037,193,208
60,1953,"female",181,808,600
37,1976,"female",275,2435,440
16,1997,"female",317,328,487
63,1950,"female",81,513,340
30,1983,"male",632,145,604
49,1964,"male",115,619,960
29,1984,"female",977,280,512
59,1954,"female",165,112,383
50,1963,"male",183,379,339
21,1992,"male",487,167,187
16,1997,"female",436,175,109
16,1997,"male",1536,304,877
62,1951,"male",445,150,175
25,1988,"male",466,217,172
36,1977,"female",445,1028,589
22,1991,"female",459,394,491
17,1996,"female",752,375,372
24,1989,"female",428,575,200
23,1990,"male",429,1843,115
66,1947,"female",138,386,391
59,1954,"female",143,527,411
17,1996,"female",583,712,2560
13,2000,"female",92,173,248
51,1962,"female",135,2751,409
57,1956,"male",513,156,209
38,1975,"female",83,147,114
16,1997,"female",1724,2542,4763
52,1961,"female",111,812,669
16,1997,"female",425,585,172
47,1966,"female",122,1886,189
46,1967,"female",205,591,293
29,1984,"female",82,919,151
21,1992,"female",129,308,508
22,1991,"female",4297,1968,2006
27,1986,"female",633,500,346
26,1987,"male",208,156,103
16,1997,"female",240,258,139
56,1957,"female",292,636,420
23,1990,"female",281,131,124
18,1995,"female",261,382,302
45,1968,"male",167,784,389
29,1984,"female",195,764,510
45,1968,"male",101,464,281
24,1989,"female",174,182,112
20,1993,"male",71,566,673
25,1988,"female",215,396,856
23,1990,"female",159,1809,815
28,1985,"female",371,156,180
38,1975,"female",122,369,259
59,1954,"female",71,327,121
21,1992,"male",322,3945,3910
22,1991,"male",309,1612,1097
15,1998,"female",347,2664,1562
59,1954,"female",114,294,178
16,1997,"male",2072,626,565
52,1961,"female",91,358,157
63,1950,"male",260,130,132
19,1994,"female",285,110,243
36,1977,"male",114,116,117
32,1981,"female",126,365,1321
22,1991,"female",210,251,192
57,1956,"female",289,1770,655
39,1974,"female",110,967,1296
46,1967,"female",672,235,288
18,1995,"female",1719,450,2170
15,1998,"female",217,238,322
36,1977,"female",119,383,433
28,1985,"female",669,482,1195
33,1980,"female",597,793,637
19,1994,"female",103,545,351
45,1968,"female",272,2010,1819
19,1994,"female",166,543,332
18,1995,"female",258,2276,2123
58,1955,"female",301,634,363
53,1960,"female",129,1838,206
63,1950,"female",79,1693,163
58,1955,"female",126,113,141
31,1982,"female",352,481,501
34,1979,"female",190,1844,916
21,1992,"female",143,645,405
22,1991,"female",201,539,562
40,1973,"female",90,133,115
16,1997,"male",305,334,210
46,1967,"female",107,222,341
20,1993,"male",1209,263,297
37,1976,"male",460,188,163
15,1998,"female",585,103,164
48,1965,"female",300,584,1026
51,1962,"female",370,638,703
24,1989,"female",133,467,257
18,1995,"female",918,555,659
17,1996,"male",327,313,503
37,1976,"male",121,318,266
65,1948,"male",125,495,280
16,1997,"female",324,151,203
21,1992,"female",212,267,399
25,1988,"female",352,402,689
23,1990,"female",75,715,605
15,1998,"female",107,236,233
23,1990,"female",874,580,1406
19,1994,"female",104,488,219
19,1994,"male",1418,948,625
44,1969,"female",74,185,229
45,1968,"female",223,351,217
50,1963,"female",240,1866,2395
20,1993,"female",350,749,718
16,1997,"female",725,106,106
13,2000,"female",294,239,309
39,1974,"male",54,313,192
51,1962,"female",59,1332,715
19,1994,"female",4252,142,706
47,1966,"male",127,137,230
23,1990,"male",347,196,175
14,1999,"male",550,1237,317
20,1993,"female",438,201,190
16,1997,"male",561,515,185
15,1998,"male",1072,429,466
50,1963,"female",58,507,220
53,1960,"male",403,383,310
20,1993,"male",277,328,444
51,1962,"female",1466,2863,1338
24,1989,"female",189,191,336
18,1995,"female",535,436,295
20,1993,"male",362,490,1622
24,1989,"female",495,465,528
31,1982,"male",111,522,256
26,1987,"male",90,244,104
43,1970,"female",155,153,130
16,1997,"female",495,1081,453
20,1993,"female",383,2044,1268
23,1990,"female",399,741,242
14,1999,"female",432,872,480
18,1995,"male",1395,155,203
19,1994,"male",61,961,131
35,1978,"female",144,289,233
58,1955,"female",282,557,698
32,1981,"female",138,314,117
21,1992,"female",474,4733,2419
64,1949,"female",152,279,139
32,1981,"male",209,1692,1207
24,1989,"female",1861,1268,201
18,1995,"female",184,559,647
48,1965,"female",73,282,227
65,1948,"male",145,3407,1289
26,1987,"male",483,311,183
16,1997,"male",106,175,138
19,1994,"female",3070,348,2011
59,1954,"female",143,800,119
24,1989,"female",530,491,492
16,1997,"female",808,694,744
21,1992,"male",240,367,158
14,1999,"female",445,2517,2607
18,1995,"female",759,137,976
18,1995,"female",479,638,865
39,1974,"female",722,395,274
22,1991,"female",201,282,249
14,1999,"female",593,373,313
20,1993,"female",404,514,151
16,1997,"female",135,1586,951
46,1967,"female",68,462,598
29,1984,"female",200,750,969
18,1995,"male",516,163,150
31,1982,"female",113,458,367
20,1993,"female",211,595,371
16,1997,"female",350,975,1253
19,1994,"female",310,364,230
36,1977,"female",436,268,1442
24,1989,"female",120,183,159
19,1994,"female",112,179,277
26,1987,"female",80,693,1021
17,1996,"male",2842,3701,1908
26,1987,"male",1449,1732,1887
46,1967,"female",87,175,155
50,1963,"female",110,241,267
21,1992,"female",90,181,243
20,1993,"male",280,236,378
36,1977,"male",158,601,540
45,1968,"female",234,1040,644
40,1973,"female",297,1713,3167
14,1999,"male",872,1718,3870
14,1999,"female",403,619,266
30,1983,"female",279,539,275
27,1986,"female",54,188,223
22,1991,"female",639,1674,2192
44,1969,"female",826,1511,2634
18,1995,"male",1738,2013,535
49,1964,"male",264,758,261
36,1977,"female",89,332,205
32,1981,"female",692,1630,1003
21,1992,"male",288,269,143
28,1985,"male",326,463,1096
61,1952,"female",76,776,421
19,1994,"female",319,258,359
19,1994,"female",81,504,309
65,1948,"female",247,536,428
53,1960,"female",319,1006,1392
27,1986,"male",391,306,324
17,1996,"male",1225,2589,1339
20,1993,"female",119,554,214
24,1989,"male",624,143,364
26,1987,"female",315,383,294
19,1994,"female",279,200,111
48,1965,"female",145,731,499
42,1971,"female",87,806,316
22,1991,"female",232,1410,1369
13,2000,"male",539,546,186
64,1949,"male",231,501,272
23,1990,"male",979,321,378
57,1956,"female",325,304,152
18,1995,"male",315,186,115
62,1951,"female",198,955,1446
39,1974,"female",399,857,252
22,1991,"male",325,121,120
18,1995,"female",690,1394,1019
15,1998,"female",778,178,641
24,1989,"female",2361,757,3418
14,1999,"male",444,127,543
59,1954,"female",145,799,101
36,1977,"male",66,115,129
20,1993,"female",578,921,878
18,1995,"male",1038,152,439
62,1951,"female",128,537,184
66,1947,"male",554,921,635
16,1997,"male",585,367,185
19,1994,"female",1382,2169,4623
33,1980,"female",213,631,105
17,1996,"male",194,356,500
19,1994,"female",1116,1054,4509
41,1972,"female",1351,518,204
39,1974,"male",110,136,157
15,1998,"male",225,126,110
14,1999,"female",249,416,309
20,1993,"female",114,141,108
53,1960,"female",144,438,241
21,1992,"female",161,721,711
25,1988,"female",567,752,817
56,1957,"female",1057,1289,525
63,1950,"male",492,165,242
34,1979,"male",2634,4202,2458
19,1994,"female",2258,450,1437
17,1996,"female",199,102,399
18,1995,"female",234,106,287
19,1994,"female",276,200,295
36,1977,"female",261,1027,522
25,1988,"male",405,3138,1962
29,1984,"female",89,119,257
19,1994,"male",458,479,633
35,1978,"female",67,113,341
17,1996,"female",1204,353,197
59,1954,"female",130,356,325
40,1973,"female",123,115,157
21,1992,"female",3095,168,495
44,1969,"female",100,860,252
27,1986,"male",83,728,1250
64,1949,"female",122,486,686
30,1983,"female",218,4262,908
19,1994,"female",843,1920,2329
18,1995,"female",1093,186,229
58,1955,"female",373,1129,684
45,1968,"male",182,228,261
16,1997,"female",336,371,421
56,1957,"male",106,164,123
17,1996,"female",105,160,410
26,1987,"male",510,155,125
56,1957,"female",89,582,163
22,1991,"male",435,191,160
22,1991,"female",150,2066,358
49,1964,"female",124,204,122
19,1994,"female",338,785,729
32,1981,"female",452,346,894
27,1986,"female",168,1036,205
62,1951,"female",158,701,179
21,1992,"female",97,219,410
14,1999,"female",1491,3368,1996
16,1997,"female",657,1561,710
17,1996,"male",472,248,237
38,1975,"female",252,482,695
22,1991,"male",354,399,152
64,1949,"male",104,1325,263
55,1958,"female",122,194,132
21,1992,"male",418,1753,1013
25,1988,"male",64,3761,135
21,1992,"male",450,482,361
44,1969,"female",374,221,138
36,1977,"male",1144,1322,359
19,1994,"female",1250,249,3866
21,1992,"female",59,332,1454
51,1962,"male",100,264,286
25,1988,"female",279,1823,678
18,1995,"female",763,1936,2643
54,1959,"female",915,391,901
20,1993,"female",1855,1689,1416
26,1987,"female",215,128,114
20,1993,"male",266,725,2143
17,1996,"male",1119,822,456
22,1991,"female",241,127,265
22,1991,"female",58,227,113
21,1992,"male",241,250,191
53,1960,"female",212,3122,741
50,1963,"female",325,1772,1196
14,1999,"female",825,528,669
18,1995,"male",486,1474,2148
15,1998,"female",670,871,218
20,1993,"female",577,432,541
29,1984,"female",84,192,133
18,1995,"female",124,222,786
28,1985,"female",76,121,187
43,1970,"female",208,240,319
41,1972,"female",164,469,1392
17,1996,"male",139,129,128
20,1993,"female",298,223,348
46,1967,"female",443,814,145
19,1994,"female",876,769,362
19,1994,"female",388,2761,4131
46,1967,"female",151,399,229
54,1959,"female",123,112,172
21,1992,"female",1253,4110,4714
19,1994,"male",199,1222,509
24,1989,"female",436,468,1246
15,1998,"female",189,361,150
21,1992,"female",145,469,225
61,1952,"female",89,273,248
23,1990,"female",243,839,952
45,1968,"male",136,132,142
44,1969,"female",1232,1320,1518
14,1999,"male",120,281,113
51,1962,"male",136,895,158
14,1999,"male",195,448,150
18,1995,"female",439,419,214
13,2000,"female",266,378,192
21,1992,"female",821,643,1585
18,1995,"female",93,342,302
18,1995,"female",2245,765,1069
15,1998,"female",1524,958,4387
23,1990,"female",685,1728,2170
23,1990,"male",242,113,411
53,1960,"female",67,1270,209
17,1996,"female",933,685,560
17,1996,"female",403,274,727
27,1986,"male",92,330,261
15,1998,"female",1641,867,1028
30,1983,"female",118,401,214
14,1999,"female",194,1463,140
43,1970,"male",195,418,360
19,1994,"female",272,625,300
40,1973,"female",72,539,256
62,1951,"male",97,103,139
24,1989,"male",103,2082,124
48,1965,"female",148,125,240
18,1995,"male",1941,955,4753
16,1997,"female",756,191,451
52,1961,"female",53,120,207
28,1985,"female",485,113,307
13,2000,"female",493,186,151
27,1986,"male",123,917,132
26,1987,"female",657,891,1529
23,1990,"male",75,330,188
24,1989,"female",597,1204,1128
16,1997,"female",231,539,295
22,1991,"male",490,4450,1236
29,1984,"male",93,252,156
15,1998,"female",866,236,362
42,1971,"female",109,125,173
50,1963,"male",121,384,138
16,1997,"male",266,253,137
19,1994,"female",557,2023,746
31,1982,"female",133,236,466
18,1995,"female",1412,287,1005
19,1994,"female",396,698,333
18,1995,"female",1222,830,454
19,1994,"female",730,145,306
42,1971,"female",135,148,132
16,1997,"female",570,398,244
18,1995,"female",883,177,252
50,1963,"male",154,334,111
15,1998,"female",453,236,297
64,1949,"female",429,442,225
54,1959,"male",427,103,136
22,1991,"male",106,551,337
20,1993,"male",216,166,147
51,1962,"male",352,319,531
40,1973,"female",645,2342,3530
31,1982,"female",57,927,1455
19,1994,"male",640,406,229
18,1995,"female",102,1366,1541
25,1988,"female",385,246,139
20,1993,"male",385,2757,1328
29,1984,"female",306,578,262
57,1956,"male",70,150,131
18,1995,"male",305,107,339
21,1992,"female",3257,240,2277
26,1987,"male",151,467,394
52,1961,"male",81,317,111
21,1992,"female",451,296,173
37,1976,"male",80,1481,258
65,1948,"female",617,716,747
19,1994,"female",190,370,1021
33,1980,"female",331,170,537
23,1990,"female",289,824,546
17,1996,"male",229,149,331
17,1996,"female",94,2919,1671
49,1964,"female",91,261,192
30,1983,"male",221,301,272
61,1952,"female",244,360,904
48,1965,"female",119,123,226
22,1991,"female",2014,118,3129
22,1991,"female",154,745,720
15,1998,"female",249,257,156
45,1968,"male",228,519,154
24,1989,"female",285,2073,1394
18,1995,"male",298,921,284
16,1997,"female",1439,1747,1810
54,1959,"female",97,171,102
16,1997,"female",288,997,205
35,1978,"female",244,343,110
18,1995,"female",290,1208,1003
50,1963,"female",58,629,424
46,1967,"female",79,122,166
59,1954,"female",250,1132,598
18,1995,"male",1479,670,873
53,1960,"female",213,788,211
31,1982,"female",200,916,1004
19,1994,"female",69,346,322
26,1987,"female",75,211,375
25,1988,"female",263,624,2396
63,1950,"female",174,265,215
45,1968,"male",214,893,212
18,1995,"male",96,1725,1222
65,1948,"female",131,504,262
28,1985,"female",257,307,268
18,1995,"female",63,232,560
24,1989,"female",272,309,353
20,1993,"female",332,535,864
47,1966,"female",129,139,164
17,1996,"female",152,130,132
15,1998,"male",166,522,215
33,1980,"female",304,113,397
17,1996,"male",53,102,238
55,1958,"female",80,570,275
24,1989,"female",745,930,845
53,1960,"female",471,2779,3298
18,1995,"female",3740,1696,2470
60,1953,"male",358,240,276
49,1964,"female",204,438,405
15,1998,"female",1147,3314,3183
18,1995,"female",1092,1208,1459
17,1996,"male",156,277,109
20,1993,"female",721,1422,2080
24,1989,"female",652,758,736
20,1993,"male",385,557,351
53,1960,"female",1837,282,195
26,1987,"female",568,124,129
28,1985,"female",119,843,1098
18,1995,"female",998,1258,1274
21,1992,"male",99,197,129
21,1992,"female",155,286,177
21,1992,"female",3279,1402,2226
14,1999,"female",893,252,605
45,1968,"male",81,169,338
36,1977,"female",98,267,189
18,1995,"female",2078,515,2924
14,1999,"female",173,305,360
27,1986,"female",121,349,224
30,1983,"male",98,267,565
15,1998,"female",79,122,207
26,1987,"female",490,225,305
63,1950,"male",181,202,153
48,1965,"female",123,195,174
28,1985,"female",353,244,513
22,1991,"female",68,681,1025
16,1997,"female",318,386,342
42,1971,"female",96,116,135
18,1995,"male",162,1499,696
26,1987,"female",77,501,361
26,1987,"male",221,274,171
23,1990,"female",133,559,387
20,1993,"female",563,848,2798
20,1993,"male",335,133,391
27,1986,"female",146,268,369
26,1987,"female",360,136,225
24,1989,"male",338,206,148
21,1992,"female",101,167,148
28,1985,"female",4562,438,4691
19,1994,"female",695,1125,1311
48,1965,"female",380,1103,1634
56,1957,"female",861,263,810
47,1966,"male",385,4539,1811
18,1995,"male",815,1340,1031
41,1972,"female",65,1012,196
59,1954,"female",101,208,173
60,1953,"female",203,433,325
63,1950,"male",1833,113,832
21,1992,"male",2766,216,225
19,1994,"female",1747,851,1132
35,1978,"female",118,547,308
18,1995,"female",744,2576,947
27,1986,"male",192,112,148
20,1993,"female",262,193,310
40,1973,"female",169,1866,854
66,1947,"male",67,279,198
50,1963,"female",161,334,501
21,1992,"female",220,189,154
20,1993,"male",205,225,137
22,1991,"female",625,1028,270
51,1962,"male",94,210,121
14,1999,"female",293,3423,2222
15,1998,"female",370,361,170
26,1987,"male",228,346,629
55,1958,"female",70,1345,125
23,1990,"male",514,222,125
52,1961,"female",169,150,415
30,1983,"female",389,657,175
31,1982,"female",553,411,926
21,1992,"female",434,141,372
29,1984,"male",467,173,117
21,1992,"female",383,379,189
24,1989,"female",233,461,474
32,1981,"female",185,123,246
16,1997,"female",682,238,561
20,1993,"female",77,3830,1136
56,1957,"female",467,119,1215
61,1952,"male",130,432,387
25,1988,"male",111,174,131
55,1958,"male",164,1273,727
50,1963,"female",160,336,214
58,1955,"male",107,293,351
19,1994,"female",225,676,707
17,1996,"female",117,141,155
33,1980,"male",184,623,1370
51,1962,"female",372,745,107
58,1955,"female",470,2398,545
20,1993,"male",80,362,204
19,1994,"male",2066,350,1233
20,1993,"male",74,703,329
50,1963,"female",94,267,264
61,1952,"female",64,404,206
18,1995,"male",71,411,123
66,1947,"male",346,652,657
17,1996,"male",1201,982,664
20,1993,"female",108,248,171
23,1990,"male",1572,399,1147
62,1951,"female",231,751,512
20,1993,"female",1018,531,539
19,1994,"female",62,953,1170
20,1993,"female",342,222,364
25,1988,"female",479,220,326
23,1990,"male",99,127,229
25,1988,"male",487,1443,664
27,1986,"male",190,281,171
57,1956,"female",269,3229,996
62,1951,"female",81,610,118
16,1997,"female",855,452,542
64,1949,"female",58,989,234
19,1994,"female",1105,1625,613
15,1998,"male",918,878,546
24,1989,"male",264,145,151
21,1992,"female",278,150,130
61,1952,"female",130,958,296
15,1998,"male",338,206,132
14,1999,"female",293,121,136
24,1989,"female",154,128,129
61,1952,"female",84,464,273
37,1976,"female",1091,1156,443
19,1994,"female",122,133,153
15,1998,"male",822,223,360
20,1993,"male",168,382,701
22,1991,"female",277,815,1042
57,1956,"female",76,203,135
43,1970,"female",115,358,384
18,1995,"female",538,2023,2629
18,1995,"male",538,201,197
17,1996,"female",112,393,247
15,1998,"female",1144,1780,547
48,1965,"female",252,146,450
38,1975,"female",260,692,170
56,1957,"female",135,112,165
31,1982,"male",255,288,103
23,1990,"female",229,144,156
28,1985,"female",106,161,135
39,1974,"male",2028,221,1087
29,1984,"female",75,651,123
28,1985,"female",102,357,253
45,1968,"male",164,259,130
20,1993,"female",179,224,185
25,1988,"female",120,166,186
20,1993,"female",886,1055,903
26,1987,"female",992,309,872
21,1992,"female",995,1016,1021
31,1982,"female",123,231,174
25,1988,"female",280,700,368
19,1994,"male",1482,116,152
57,1956,"female",81,545,176
16,1997,"female",2758,386,3592
15,1998,"female",862,889,807
29,1984,"female",1527,532,421
54,1959,"male",297,658,628
52,1961,"female",91,1499,506
18,1995,"male",442,177,450
17,1996,"female",1686,2067,571
19,1994,"female",2224,538,698
20,1993,"male",110,671,162
45,1968,"female",387,835,341
21,1992,"female",318,484,234
16,1997,"female",4663,2119,4404
26,1987,"female",541,332,689
25,1988,"female",139,530,823
55,1958,"female",53,1546,220
17,1996,"female",1120,470,1030
43,1970,"male",516,102,253
53,1960,"male",235,174,119
18,1995,"female",211,1780,953
15,1998,"female",1011,435,2630
22,1991,"female",483,1829,1372
46,1967,"female",231,314,243
38,1975,"female",174,103,126
19,1994,"female",436,4071,2281
19,1994,"female",804,528,348
51,1962,"female",91,180,133
53,1960,"female",450,2253,1344
42,1971,"female",67,719,770
17,1996,"female",310,163,104
19,1994,"female",1516,1744,2908
21,1992,"female",589,328,404
42,1971,"female",58,190,113
20,1993,"female",401,1197,657
21,1992,"female",953,1173,1106
53,1960,"male",145,270,103
56,1957,"female",160,680,519
55,1958,"male",190,735,1506
21,1992,"female",259,498,291
19,1994,"male",1781,500,785
42,1971,"female",82,411,437
18,1995,"male",407,186,685
20,1993,"female",1798,1562,3361
25,1988,"female",278,245,165
16,1997,"female",435,142,144
66,1947,"male",692,402,976
20,1993,"female",772,336,400
19,1994,"male",174,1403,643
18,1995,"female",186,406,251
31,1982,"female",228,193,358
32,1981,"female",732,803,3328
57,1956,"female",111,579,286
28,1985,"female",54,522,334
20,1993,"female",426,500,876
16,1997,"female",723,278,562
16,1997,"female",2733,2671,1923
40,1973,"female",465,1344,799
17,1996,"male",1163,437,1314
19,1994,"male",571,511,207
29,1984,"female",629,1321,621
44,1969,"female",1112,839,2044
56,1957,"female",107,1238,102
16,1997,"female",1170,926,2328
63,1950,"female",280,245,153
22,1991,"female",602,476,321
31,1982,"male",75,114,255
44,1969,"female",149,896,350
40,1973,"male",112,225,386
29,1984,"female",58,206,140
15,1998,"female",110,618,445
16,1997,"female",1639,1828,2275
52,1961,"female",229,407,245
37,1976,"female",72,225,116
33,1980,"female",208,338,127
25,1988,"female",125,433,836
20,1993,"female",163,262,194
58,1955,"female",143,1207,415
18,1995,"female",314,202,349
49,1964,"female",239,212,156
19,1994,"male",86,228,132
14,1999,"female",1035,130,177
18,1995,"female",274,350,156
21,1992,"male",1806,161,314
16,1997,"female",2977,443,250
49,1964,"female",106,487,281
53,1960,"female",1168,1261,2890
62,1951,"male",165,395,223
14,1999,"female",484,1141,1095
29,1984,"female",197,1029,827
28,1985,"female",295,617,586
51,1962,"female",172,894,445
16,1997,"female",1238,1300,1809
28,1985,"female",74,312,425
15,1998,"female",400,227,170
41,1972,"female",549,500,231
29,1984,"female",152,1734,410
20,1993,"male",486,1402,1516
14,1999,"female",209,757,514
22,1991,"female",825,549,686
35,1978,"female",191,1956,2143
22,1991,"female",754,384,485
17,1996,"female",281,118,153
19,1994,"female",1294,4267,2623
34,1979,"female",813,164,110
22,1991,"female",456,562,357
48,1965,"female",53,657,150
16,1997,"male",616,152,410
49,1964,"female",232,274,193
22,1991,"male",552,180,198
60,1953,"male",393,1444,786
62,1951,"female",142,1005,602
19,1994,"female",808,1210,697
18,1995,"female",217,101,452
19,1994,"male",1162,691,110
17,1996,"female",266,731,424
21,1992,"male",348,124,134
18,1995,"male",461,378,364
32,1981,"male",80,420,278
33,1980,"female",96,176,156
43,1970,"female",115,272,143
26,1987,"female",635,1103,1082
23,1990,"female",514,270,378
38,1975,"female",656,816,436
14,1999,"female",162,332,313
31,1982,"female",99,941,758
17,1996,"male",671,106,527
16,1997,"male",549,1648,610
29,1984,"female",66,179,175
29,1984,"male",569,919,859
46,1967,"female",107,420,203
18,1995,"male",324,218,181
49,1964,"female",129,640,497
35,1978,"female",296,1632,837
60,1953,"male",502,915,364
36,1977,"female",280,118,311
60,1953,"female",134,249,135
20,1993,"female",965,2158,1793
21,1992,"female",451,460,637
45,1968,"male",177,627,1064
23,1990,"male",848,148,382
20,1993,"female",576,339,647
14,1999,"female",1036,392,1166
20,1993,"female",1562,1691,2934
18,1995,"male",675,368,423
30,1983,"female",198,108,115
18,1995,"male",317,560,428
21,1992,"female",517,957,557
31,1982,"female",307,744,766
21,1992,"male",323,245,540
18,1995,"female",322,772,402
18,1995,"male",1351,336,117
15,1998,"male",344,895,300
34,1979,"female",111,287,279
26,1987,"female",136,246,256
38,1975,"female",768,444,414
26,1987,"female",342,307,617
24,1989,"male",368,122,181
18,1995,"female",701,332,475
55,1958,"female",623,304,342
27,1986,"female",927,365,528
20,1993,"female",293,433,153
21,1992,"female",270,255,198
14,1999,"female",262,539,238
61,1952,"female",237,1083,231
19,1994,"male",3131,163,1228
36,1977,"male",95,287,460
24,1989,"male",343,198,132
51,1962,"female",92,891,675
20,1993,"female",155,248,165
15,1998,"female",432,1341,1125
52,1961,"female",473,397,339
18,1995,"female",319,421,254
18,1995,"female",323,876,221
34,1979,"female",259,530,409
30,1983,"female",157,105,120
28,1985,"female",267,853,601
18,1995,"male",51,165,151
54,1959,"female",262,3103,3749
44,1969,"female",176,1254,989
18,1995,"female",647,378,143
23,1990,"female",388,117,146
14,1999,"female",1018,207,597
50,1963,"male",301,187,247
30,1983,"male",212,169,284
14,1999,"female",184,1331,729
56,1957,"female",76,300,136
14,1999,"female",293,873,361
20,1993,"male",534,579,480
22,1991,"female",132,101,112
34,1979,"female",155,1496,547
17,1996,"female",140,309,481
54,1959,"female",444,424,594
55,1958,"male",173,219,102
13,2000,"female",801,194,159
16,1997,"female",695,152,151
22,1991,"female",774,637,753
21,1992,"female",637,1485,523
28,1985,"female",116,191,566
15,1998,"male",126,490,398
58,1955,"female",177,135,120
22,1991,"male",2685,507,3508
50,1963,"female",1185,1959,545
20,1993,"female",266,596,241
15,1998,"male",530,342,375
16,1997,"female",333,1646,1056
37,1976,"female",179,252,199
15,1998,"male",1216,124,610
55,1958,"female",110,995,238
16,1997,"female",470,167,253
63,1950,"female",869,1601,837
18,1995,"female",139,760,1072
33,1980,"female",358,2132,2110
19,1994,"male",156,381,270
48,1965,"female",315,245,202
26,1987,"male",318,170,230
20,1993,"male",153,168,258
20,1993,"female",674,138,260
27,1986,"female",115,545,768
25,1988,"male",172,310,523
24,1989,"female",603,205,430
23,1990,"male",391,222,429
53,1960,"female",585,365,496
29,1984,"female",312,169,121
33,1980,"male",222,220,218
17,1996,"female",1193,1842,2873
17,1996,"female",743,1694,1434
29,1984,"female",252,223,327
20,1993,"female",170,999,782
18,1995,"female",673,162,370
53,1960,"female",198,3731,1128
19,1994,"female",212,383,583
18,1995,"female",716,796,1328
60,1953,"female",98,1228,396
36,1977,"female",298,115,157
23,1990,"male",56,468,360
17,1996,"male",290,199,144
19,1994,"female",208,432,372
22,1991,"female",71,141,174
16,1997,"female",289,178,170
41,1972,"female",168,990,238
18,1995,"female",725,375,418
30,1983,"female",263,116,161
52,1961,"male",349,266,1328
20,1993,"female",290,292,292
52,1961,"female",67,211,109
58,1955,"female",80,328,152
22,1991,"female",252,163,118
61,1952,"female",866,223,639
19,1994,"female",162,3087,1418
58,1955,"female",94,3842,780
65,1948,"female",61,1260,545
26,1987,"male",593,281,465
18,1995,"male",244,303,727
20,1993,"male",1901,208,447
19,1994,"female",519,351,1068
28,1985,"female",283,117,307
16,1997,"male",1099,719,1943
34,1979,"male",77,537,344
18,1995,"male",1328,1595,397
27,1986,"female",241,1005,703
39,1974,"female",243,178,118
15,1998,"female",337,109,180
57,1956,"female",82,414,237
28,1985,"female",446,157,307
53,1960,"female",94,574,334
33,1980,"female",158,189,105
35,1978,"female",111,128,156
32,1981,"female",188,469,474
59,1954,"female",145,1684,940
17,1996,"male",1347,2262,1964
52,1961,"female",3970,1201,2696
24,1989,"female",386,816,548
22,1991,"female",166,143,244
20,1993,"female",755,426,477
20,1993,"female",239,356,386
18,1995,"female",441,483,870
22,1991,"female",258,482,423
27,1986,"female",454,304,167
24,1989,"female",136,264,131
50,1963,"male",197,314,215
13,2000,"female",316,158,105
26,1987,"female",314,422,351
35,1978,"female",635,180,136
20,1993,"male",185,214,209
24,1989,"female",1009,409,1019
18,1995,"female",1409,2779,1624
23,1990,"female",348,204,391
15,1998,"male",652,388,863
50,1963,"female",63,203,114
16,1997,"female",840,495,787
24,1989,"female",324,115,168
18,1995,"female",1944,488,291
17,1996,"female",970,397,587
58,1955,"female",323,1120,3003
50,1963,"male",202,207,146
58,1955,"female",260,302,374
14,1999,"female",4418,1338,2758
44,1969,"female",394,348,552
45,1968,"female",86,413,384
55,1958,"female",209,719,537
44,1969,"male",102,196,131
18,1995,"male",1529,291,217
27,1986,"female",311,1545,1267
28,1985,"male",447,595,374
22,1991,"female",200,265,450
16,1997,"male",1092,618,446
20,1993,"male",567,508,228
18,1995,"female",627,755,1762
48,1965,"male",227,280,1039
22,1991,"female",193,278,212
23,1990,"male",77,543,136
18,1995,"female",374,858,757
66,1947,"female",61,101,112
19,1994,"female",194,556,566
26,1987,"male",130,139,117
19,1994,"male",812,2581,2674
65,1948,"female",468,157,238
21,1992,"male",508,2035,987
56,1957,NA,621,257,210
39,1974,"female",69,332,143
64,1949,"female",130,369,155
32,1981,"female",824,937,607
19,1994,"male",149,521,514
66,1947,"male",256,338,128
